job_id,title,company,location,category,salary_avg,salary_min,salary_max,experience_level,employment_type,skills_required,date_posted,is_remote,month_posted,country,num_skills
2963,Ai Engineer,Oracle,"Perth, Australia",Data,161033,113338,208729,Senior Level,Internship,Azure|R|Machine Learning|Power BI|SQL|AWS,2026-02-01,False,2026-02,Australia,6
2964,Devops Engineer,IBM,"San Francisco, USA",Software,149412,88413,160608,Lead/Manager,Internship,Node.js|Kubernetes|AWS,2025-11-26,False,2025-11,USA,3
2965,Ux Designer,SAP,"Sydney, Australia",Design,91434,59082,115079,Entry Level,Part-time,Prototyping|User Research|Wireframing|JavaScript|Figma,2025-12-25,False,2025-12,Australia,5
2966,Junior Software Developer,GreenField Analytics,"Sydney, Australia",Software,69613,51362,81236,Entry Level,Part-time,Docker|GraphQL|CI/CD,2026-02-03,False,2026-02,Australia,3
2967,Machine Learning Engineer,ClearPath Technologies,Singapore,Data,136908,95505,178312,Mid Level,Full-time,Excel|NumPy|Statistics|Spark|Pandas,2026-02-25,False,2026-02,Singapore,5
2968,Help Desk Technician,EY,Singapore,IT Support,47237,34373,60101,Entry Level,Full-time,Backup|Azure AD|Troubleshooting|Windows Server|PowerShell|Office 365,2025-12-10,False,2025-12,Singapore,6
2969,Data Scientist,Netflix,"Melbourne, Australia",Data,124661,79554,157897,Entry Level,Full-time,SQL|Google Cloud|Scikit-learn|Excel|Jupyter|Power BI,2026-01-16,False,2026-01,Australia,6
2970,Cloud Engineer,StartupXYZ,"Adelaide, Australia",Cloud,130078,96251,163905,Senior Level,Contract,CI/CD|Google Cloud|Azure|Terraform|Linux|Python,2025-11-24,False,2025-11,Australia,6
2971,Junior Software Developer,Snowflake,"London, UK",Software,65157,49177,81138,Entry Level,Full-time,Azure|React|Agile|Node.js|Git|AWS,2025-11-11,False,2025-11,UK,6
2972,Senior Data Scientist,Datadog,"Brisbane, Australia",Data,153150,123012,183288,Lead/Manager,Full-time,Excel|Scikit-learn|Tableau|Git,2025-11-21,False,2025-11,Australia,4
2973,Cloud Engineer,Microsoft,"Sydney, Australia",Cloud,137648,99370,162818,Entry Level,Full-time,Google Cloud|Docker|Serverless|Python,2026-02-17,False,2026-02,Australia,4
2974,Data Analyst,JPMorgan Chase,"London, UK",Data,79500,57553,101447,Mid Level,Contract,Power BI|Python|TensorFlow|Scikit-learn,2025-11-19,False,2025-11,UK,4
2975,Backend Developer,Shopify,"Brisbane, Australia",Software,109538,77913,141164,Mid Level,Full-time,React|REST APIs|AWS|CI/CD|Python,2026-01-13,False,2026-01,Australia,5
2976,System Administrator,McKinsey,"Sydney, Australia",IT Support,87147,56384,109613,Lead/Manager,Contract,DNS|Troubleshooting|Office 365|DHCP|PowerShell,2025-10-10,False,2025-10,Australia,5
2977,Senior Software Developer,Adobe,"Perth, Australia",Software,144776,112763,176789,Lead/Manager,Contract,SQL|GraphQL|AWS|JavaScript|Kubernetes|TypeScript,2026-03-27,False,2026-03,Australia,6
2978,System Administrator,Westpac,"Melbourne, Australia",IT Support,85170,62139,100092,Mid Level,Full-time,Active Directory|Linux|Troubleshooting|DNS|Windows Server,2026-01-15,False,2026-01,Australia,5
2979,It Support Specialist,GreenField Analytics,Remote,IT Support,50787,37201,69720,Entry Level,Full-time,Active Directory|Troubleshooting|DNS|TCP/IP|Office 365|Backup,2026-02-15,True,2026-02,Remote,6
2980,Help Desk Technician,BlueWave Software,"Sydney, Australia",IT Support,51066,35927,61343,Mid Level,Full-time,ITIL|Help Desk|Troubleshooting|Office 365,2026-01-29,False,2026-01,Australia,4
2981,Business Intelligence Analyst,Netflix,"Brisbane, Australia",Data,80789,55568,106010,Entry Level,Contract,Power BI|TensorFlow|Machine Learning|AWS|Pandas|Azure,2026-03-20,False,2026-03,Australia,6
2982,Business Intelligence Analyst,Telstra,"Melbourne, Australia",Data,86604,59049,105911,Entry Level,Full-time,Azure|NumPy|Google Cloud|Python,2026-03-09,False,2026-03,Australia,4
2983,Business Intelligence Analyst,DataVibe Analytics,"Brisbane, Australia",Data,83456,55351,111561,Senior Level,Full-time,Spark|Git|Jupyter|Google Cloud|Hadoop,2026-02-23,False,2026-02,Australia,5
2984,Full Stack Developer,Accenture,"Sydney, Australia",Software,114102,71709,145629,Senior Level,Full-time,Azure|REST APIs|SQL|Kubernetes,2025-12-03,False,2025-12,Australia,4
2985,Senior Data Analyst,ByteShift Labs,"Toronto, Canada",Data,110896,87423,134369,Lead/Manager,Internship,Git|Data Visualization|Excel|NumPy,2026-01-04,False,2026-01,Canada,4
2986,Frontend Developer,BlueWave Software,"Bangalore, India",Software,49954,64054,135765,Mid Level,Full-time,CI/CD|Azure|SQL|TypeScript|REST APIs,2025-10-13,False,2025-10,India,5
2987,Full Stack Developer,NAB,"Sydney, Australia",Software,116600,70752,151345,Lead/Manager,Full-time,Azure|Node.js|SQL,2025-12-11,False,2025-12,Australia,3
2988,Frontend Developer,Goldman Sachs,"Melbourne, Australia",Software,103661,62754,134697,Lead/Manager,Full-time,Node.js|Azure|Agile|Kubernetes|React,2025-11-25,False,2025-11,Australia,5
2989,Devops Engineer,Westpac,"London, UK",Software,130579,94250,166909,Lead/Manager,Contract,TypeScript|Python|Node.js,2025-10-13,False,2025-10,UK,3
2990,Product Analyst,KPMG,"San Francisco, USA",Data,114721,66262,124940,Lead/Manager,Full-time,Power BI|Python|Pandas|Data Visualization|R,2026-03-04,False,2026-03,USA,5
2991,Cybersecurity Analyst,Amazon,"Sydney, Australia",Cybersecurity,107942,71232,134373,Mid Level,Full-time,Linux|Incident Response|SIEM|Python|Encryption,2026-01-19,False,2026-01,Australia,5
2992,Data Scientist,Adobe,"Perth, Australia",Data,115957,81401,150514,Entry Level,Full-time,NumPy|Pandas|Hadoop|SQL,2025-11-16,False,2025-11,Australia,4
2993,Full Stack Developer,NexGen Systems,"Melbourne, Australia",Software,114130,72100,145292,Mid Level,Full-time,SQL|Python|.NET,2026-03-16,False,2026-03,Australia,3
2994,Web Developer,Westpac,"Melbourne, Australia",Software,85242,53635,108732,Senior Level,Full-time,Java|JavaScript|Node.js|Git|Agile,2026-02-09,False,2026-02,Australia,5
2995,Business Intelligence Analyst,NexGen Systems,"San Francisco, USA",Data,99769,61046,105237,Mid Level,Contract,NumPy|R|Git|SQL,2025-10-31,False,2025-10,USA,4
2996,Ai Engineer,Horizon Digital,"Sydney, Australia",Data,161714,112628,195400,Entry Level,Full-time,Python|TensorFlow|Pandas|Excel|Google Cloud,2025-10-22,False,2025-10,Australia,5
2997,Help Desk Technician,PwC,Remote,IT Support,41186,32849,53860,Mid Level,Full-time,Active Directory|PowerShell|Troubleshooting|Azure AD,2025-10-19,True,2025-10,Remote,4
2998,Junior Software Developer,Databricks,"Brisbane, Australia",Software,65718,49214,82222,Entry Level,Internship,Node.js|REST APIs|Kubernetes|GraphQL|.NET|Java,2026-01-06,False,2026-01,Australia,6
2999,Backend Developer,Snowflake,Singapore,Software,107269,71594,142944,Senior Level,Full-time,Azure|React|Docker|.NET|C#|AWS,2025-11-02,False,2025-11,Singapore,6
3000,Senior Data Scientist,DataVibe Analytics,"Sydney, Australia",Data,162317,122580,186596,Senior Level,Part-time,Excel|Hadoop|SQL|Tableau,2026-02-04,False,2026-02,Australia,4
3001,Junior Data Analyst,DataVibe Analytics,"Adelaide, Australia",Data,57368,47154,67582,Entry Level,Contract,Git|R|TensorFlow|Data Visualization|Jupyter,2026-02-09,False,2026-02,Australia,5
3002,Senior Data Analyst,PwC,"Toronto, Canada",Data,108517,82156,134879,Senior Level,Internship,NumPy|Data Visualization|Tableau,2025-10-04,False,2025-10,Canada,3
3003,Network Administrator,JPMorgan Chase,"New York, USA",IT Support,91959,53971,99295,Entry Level,Part-time,DNS|Troubleshooting|Office 365|Linux|TCP/IP,2026-02-11,False,2026-02,USA,5
3004,Cloud Engineer,Datadog,"Sydney, Australia",Cloud,134382,93063,162904,Senior Level,Full-time,Serverless|CloudFormation|Terraform|Azure|AWS|Linux,2026-01-18,False,2026-01,Australia,6
3005,Machine Learning Engineer,Summit AI,"Melbourne, Australia",Data,147421,101427,179375,Entry Level,Part-time,R|Azure|Machine Learning|Excel,2026-01-24,False,2026-01,Australia,4
3006,Data Analyst,Quantum Leap Tech,Remote,Data,70544,50923,97592,Entry Level,Full-time,Data Visualization|Statistics|Git|NumPy,2026-01-07,True,2026-01,Remote,4
3007,It Support Specialist,CloudFirst Inc,"Melbourne, Australia",IT Support,58402,42307,68935,Entry Level,Full-time,Linux|Windows Server|ITIL|Networking|Office 365|Help Desk,2025-12-24,False,2025-12,Australia,6
3008,Junior Data Analyst,KPMG,"Perth, Australia",Data,58443,40982,75905,Entry Level,Full-time,Spark|Git|Machine Learning|Jupyter,2025-12-05,False,2025-12,Australia,4
3009,Help Desk Technician,Shopify,"Adelaide, Australia",IT Support,44372,36769,51975,Senior Level,Part-time,Troubleshooting|Office 365|Windows Server|Networking|TCP/IP,2026-01-18,False,2026-01,Australia,5
3010,Senior Data Scientist,Accenture,"Brisbane, Australia",Data,154068,119702,188435,Lead/Manager,Full-time,Git|TensorFlow|Excel|Spark|Azure|Hadoop,2025-12-14,False,2025-12,Australia,6
3011,Devops Engineer,PwC,"Bangalore, India",Software,62119,88342,160137,Mid Level,Part-time,Agile|Kubernetes|React,2025-11-22,False,2025-11,India,3
3012,Qa Engineer,SAP,Singapore,Software,80095,59278,100913,Mid Level,Full-time,Docker|Azure|Python|JavaScript|.NET|Kubernetes,2026-02-01,False,2026-02,Singapore,6
3013,System Administrator,Accenture,"Melbourne, Australia",IT Support,88485,61474,107071,Entry Level,Contract,Office 365|Active Directory|Linux|Windows Server|ITIL,2026-02-17,False,2026-02,Australia,5
3014,Senior Data Analyst,IBM,"Brisbane, Australia",Data,107448,84351,130546,Lead/Manager,Full-time,Pandas|Data Visualization|Power BI|NumPy|Jupyter,2025-12-18,False,2025-12,Australia,5
3015,Frontend Developer,Microsoft,"Sydney, Australia",Software,101605,65028,128506,Mid Level,Full-time,JavaScript|CI/CD|TypeScript|.NET|GraphQL|HTML/CSS,2026-02-12,False,2026-02,Australia,6
3016,Network Administrator,Amazon,Remote,IT Support,70872,53281,95926,Entry Level,Part-time,TCP/IP|Office 365|Networking|ITIL,2026-02-18,True,2026-02,Remote,4
3017,Senior Data Analyst,Meta,"Brisbane, Australia",Data,109654,85007,134302,Lead/Manager,Full-time,AWS|Scikit-learn|Python|Data Visualization,2025-12-09,False,2025-12,Australia,4
3018,Help Desk Technician,Telstra,"Berlin, Germany",IT Support,48243,37665,58822,Entry Level,Internship,PowerShell|Troubleshooting|DHCP|Backup|ITIL,2026-03-23,False,2026-03,Germany,5
3019,Junior Data Scientist,DataVibe Analytics,"Brisbane, Australia",Data,80030,65090,94971,Entry Level,Part-time,Statistics|TensorFlow|AWS|NumPy|Machine Learning|Data Visualization,2025-10-05,False,2025-10,Australia,6
3020,Cybersecurity Analyst,Quantum Leap Tech,"Canberra, Australia",Cybersecurity,101756,75067,128446,Mid Level,Full-time,AWS Security|Linux|Network Security|Encryption,2026-01-03,False,2026-01,Australia,4
3021,Frontend Developer,Oracle,"Adelaide, Australia",Software,98529,62706,134353,Mid Level,Part-time,AWS|MongoDB|Node.js|C#,2026-02-21,False,2026-02,Australia,4
3022,Devops Engineer,Stripe,"Berlin, Germany",Software,127184,89014,165354,Entry Level,Part-time,CI/CD|Java|GraphQL|JavaScript|SQL|.NET,2026-02-12,False,2026-02,Germany,6
3023,Business Intelligence Analyst,Netflix,"Toronto, Canada",Data,89229,59119,119339,Mid Level,Part-time,Machine Learning|Statistics|Tableau|SQL|Hadoop|Git,2026-01-12,False,2026-01,Canada,6
3024,Help Desk Technician,Oracle,"Toronto, Canada",IT Support,43494,30789,56200,Lead/Manager,Part-time,Active Directory|Help Desk|PowerShell|DHCP|Azure AD|ITIL,2025-11-29,False,2025-11,Canada,6
3025,Business Intelligence Analyst,Netflix,Singapore,Data,87001,59105,114897,Senior Level,Full-time,Python|NumPy|Hadoop|Excel|Machine Learning,2025-10-21,False,2025-10,Singapore,5
3026,Data Engineer,StartupXYZ,"Sydney, Australia",Data,130926,89910,159474,Entry Level,Full-time,NumPy|Tableau|AWS|Google Cloud,2025-11-10,False,2025-11,Australia,4
3027,Machine Learning Engineer,Quantum Leap Tech,"Perth, Australia",Data,141035,99388,182682,Mid Level,Contract,Power BI|Pandas|Jupyter,2025-11-23,False,2025-11,Australia,3
3028,Network Administrator,KPMG,"Sydney, Australia",IT Support,85181,59028,103222,Entry Level,Full-time,Active Directory|PowerShell|Windows Server|Linux,2025-12-21,False,2025-12,Australia,4
3029,Senior Data Scientist,McKinsey,Remote,Data,138036,115509,175096,Senior Level,Full-time,Azure|Tableau|Hadoop|Power BI,2026-02-02,True,2026-02,Remote,4
3030,Cybersecurity Analyst,Stripe,"Sydney, Australia",Cybersecurity,110078,73552,136122,Entry Level,Full-time,Encryption|Risk Assessment|SIEM,2026-03-09,False,2026-03,Australia,3
3031,Data Scientist,Spotify,Singapore,Data,119372,83999,154745,Senior Level,Internship,R|SQL|Tableau|Google Cloud|Hadoop|TensorFlow,2026-03-25,False,2026-03,Singapore,6
3032,Cloud Engineer,Netflix,Remote,Cloud,126084,97479,167961,Mid Level,Contract,Networking|AWS|Serverless|CloudFormation|Azure|Terraform,2025-11-01,True,2025-11,Remote,6
3033,Backend Developer,Telstra,"Brisbane, Australia",Software,115198,76163,154234,Mid Level,Full-time,Java|Git|HTML/CSS|Agile,2026-01-27,False,2026-01,Australia,4
3034,Web Developer,ANZ,"Brisbane, Australia",Software,74871,52880,96863,Mid Level,Full-time,Docker|Git|GraphQL,2026-01-11,False,2026-01,Australia,3
3035,Cybersecurity Analyst,ByteShift Labs,"New York, USA",Cybersecurity,126402,70959,139711,Senior Level,Full-time,Network Security|SIEM|Compliance|Encryption|Python|Firewalls,2026-03-21,False,2026-03,USA,6
3036,Data Engineer,BlueWave Software,"Toronto, Canada",Data,124336,93514,155158,Entry Level,Full-time,TensorFlow|Azure|Tableau|R,2026-02-05,False,2026-02,Canada,4
3037,Data Analyst,SAP,"Toronto, Canada",Data,73273,50409,96138,Senior Level,Contract,R|Scikit-learn|Excel|NumPy,2026-02-22,False,2026-02,Canada,4
3038,Qa Engineer,PwC,"Sydney, Australia",Software,83309,57387,101297,Entry Level,Full-time,JavaScript|Java|TypeScript|.NET,2026-03-01,False,2026-03,Australia,4
3039,Database Administrator,Commonwealth Bank,"Canberra, Australia",Data,88733,64753,112713,Senior Level,Full-time,R|Statistics|Jupyter|Python,2026-03-04,False,2026-03,Australia,4
3040,It Support Specialist,Telstra,"London, UK",IT Support,49332,36815,61850,Mid Level,Full-time,PowerShell|Azure AD|Help Desk|DHCP|Active Directory|Windows Server,2026-02-12,False,2026-02,UK,6
3041,Full Stack Developer,Deloitte,"Sydney, Australia",Software,118941,74203,152353,Mid Level,Full-time,.NET|Python|Java|CI/CD|JavaScript|Git,2025-11-03,False,2025-11,Australia,6
3042,Machine Learning Engineer,Meta,"Berlin, Germany",Data,137507,95379,179635,Mid Level,Contract,Hadoop|Pandas|Excel,2025-10-25,False,2025-10,Germany,3
3043,Cloud Engineer,Westpac,"Perth, Australia",Cloud,128032,95615,160450,Mid Level,Full-time,AWS|Python|Kubernetes|Serverless|Terraform,2026-02-16,False,2026-02,Australia,5
3044,Backend Developer,Microsoft,"San Francisco, USA",Software,128899,71020,143812,Senior Level,Full-time,Azure|REST APIs|GraphQL|JavaScript|Python,2025-11-06,False,2025-11,USA,5
3045,Cybersecurity Analyst,Westpac,"Melbourne, Australia",Cybersecurity,109618,77364,131434,Senior Level,Full-time,Network Security|Linux|Risk Assessment|Penetration Testing|SIEM,2026-01-05,False,2026-01,Australia,5
3046,Senior Data Scientist,KPMG,"Perth, Australia",Data,149987,122239,177736,Senior Level,Full-time,NumPy|Power BI|AWS|R|Python|SQL,2025-10-04,False,2025-10,Australia,6
3047,Data Scientist,ByteShift Labs,"Sydney, Australia",Data,122736,76474,157311,Mid Level,Full-time,Scikit-learn|Python|Machine Learning|Pandas,2025-12-21,False,2025-12,Australia,4
3048,Network Administrator,Snowflake,"Sydney, Australia",IT Support,76969,50647,95961,Mid Level,Part-time,Windows Server|DHCP|DNS|Linux|Office 365,2025-10-08,False,2025-10,Australia,5
3049,Ux Designer,Commonwealth Bank,"Sydney, Australia",Design,100229,62776,128139,Mid Level,Full-time,Prototyping|Figma|User Research,2025-12-19,False,2025-12,Australia,3
3050,System Administrator,Microsoft,"Canberra, Australia",IT Support,86042,62137,109948,Mid Level,Part-time,Networking|Office 365|PowerShell|Linux|Active Directory|TCP/IP,2026-03-15,False,2026-03,Australia,6
3051,Software Developer,Snowflake,Remote,Software,101542,69878,143896,Entry Level,Contract,CI/CD|Agile|React|JavaScript,2026-02-26,True,2026-02,Remote,4
3052,Product Analyst,Spotify,"Brisbane, Australia",Data,98470,70493,126447,Mid Level,Part-time,Data Visualization|Google Cloud|Machine Learning|Excel|Spark|Git,2026-01-20,False,2026-01,Australia,6
3053,Devops Engineer,ANZ,"Sydney, Australia",Software,131222,85639,164310,Entry Level,Contract,REST APIs|Azure|Git,2026-01-04,False,2026-01,Australia,3
3054,Web Developer,Oracle,"Toronto, Canada",Software,71384,45657,97112,Mid Level,Full-time,CI/CD|Python|SQL|Kubernetes,2026-01-30,False,2026-01,Canada,4
3055,Backend Developer,NAB,"Sydney, Australia",Software,119861,77543,150766,Mid Level,Full-time,Node.js|JavaScript|Kubernetes|Java,2025-11-13,False,2025-11,Australia,4
3056,Ai Engineer,Quantum Leap Tech,"New York, USA",Data,185863,108862,200910,Senior Level,Contract,R|Data Visualization|Google Cloud|Pandas|Git|Spark,2026-01-02,False,2026-01,USA,6
3057,Data Analyst,NexGen Systems,Singapore,Data,77073,52677,101469,Senior Level,Full-time,Google Cloud|NumPy|Git,2025-12-17,False,2025-12,Singapore,3
3058,Ai Engineer,ClearPath Technologies,"San Francisco, USA",Data,188226,113659,200051,Mid Level,Full-time,AWS|TensorFlow|Scikit-learn|Power BI|Data Visualization,2026-01-25,False,2026-01,USA,5
3059,Web Developer,IBM,Remote,Software,75752,51437,108042,Mid Level,Full-time,.NET|TypeScript|CI/CD|Azure,2025-10-11,True,2025-10,Remote,4
3060,Devops Engineer,JPMorgan Chase,"Bangalore, India",Software,62385,89078,160463,Entry Level,Contract,.NET|Git|Python|AWS,2025-10-19,False,2025-10,India,4
3061,Frontend Developer,Datadog,"Melbourne, Australia",Software,100911,63185,129027,Mid Level,Part-time,React|SQL|Node.js,2026-03-06,False,2026-03,Australia,3
3062,Qa Engineer,Databricks,"Bangalore, India",Software,38381,55625,97900,Entry Level,Full-time,C#|AWS|Java|Agile|Azure|TypeScript,2026-02-02,False,2026-02,India,6
3063,Business Intelligence Analyst,Spotify,"Brisbane, Australia",Data,85161,59363,110960,Lead/Manager,Full-time,TensorFlow|Pandas|Scikit-learn,2026-01-14,False,2026-01,Australia,3
3064,Backend Developer,TechCorp Solutions,"Toronto, Canada",Software,109953,75562,144344,Senior Level,Full-time,Git|HTML/CSS|Docker|GraphQL|MongoDB,2026-02-15,False,2026-02,Canada,5
3065,Help Desk Technician,JPMorgan Chase,"Toronto, Canada",IT Support,43923,34903,52943,Entry Level,Full-time,DHCP|Networking|Help Desk|Linux|DNS,2026-03-10,False,2026-03,Canada,5
3066,Business Intelligence Analyst,Accenture,Remote,Data,84815,63046,115513,Mid Level,Part-time,Statistics|TensorFlow|R|Git|Data Visualization,2026-02-13,True,2026-02,Remote,5
3067,Machine Learning Engineer,Datadog,"Adelaide, Australia",Data,146554,103655,189453,Mid Level,Contract,Hadoop|NumPy|Python,2026-03-14,False,2026-03,Australia,3
3068,Senior Software Developer,StartupXYZ,"Canberra, Australia",Software,142145,106233,178057,Senior Level,Full-time,GraphQL|HTML/CSS|Java|.NET|JavaScript,2026-01-02,False,2026-01,Australia,5
3069,Machine Learning Engineer,NAB,"New York, USA",Data,163000,96248,175421,Lead/Manager,Full-time,Power BI|Scikit-learn|Statistics,2026-01-12,False,2026-01,USA,3
3070,Help Desk Technician,JPMorgan Chase,"Melbourne, Australia",IT Support,46747,36290,52752,Mid Level,Full-time,Backup|Office 365|Linux,2026-01-20,False,2026-01,Australia,3
3071,Database Administrator,IBM,"Sydney, Australia",Data,97675,69672,116377,Lead/Manager,Part-time,Statistics|Machine Learning|NumPy,2025-12-05,False,2025-12,Australia,3
3072,Ai Engineer,Commonwealth Bank,Singapore,Data,154773,106046,203501,Entry Level,Contract,Statistics|Spark|Python,2025-12-11,False,2025-12,Singapore,3
3073,Senior Data Analyst,Amazon,"Sydney, Australia",Data,115635,85734,134524,Senior Level,Full-time,R|Spark|Python,2026-02-22,False,2026-02,Australia,3
3074,Data Analyst,TechCorp Solutions,"Sydney, Australia",Data,82237,54166,102477,Entry Level,Full-time,R|AWS|Azure|Machine Learning|NumPy|Spark,2026-02-23,False,2026-02,Australia,6
3075,Full Stack Developer,InnoTech,"New York, USA",Software,129382,71309,144329,Mid Level,Contract,Node.js|Kubernetes|JavaScript|REST APIs|AWS,2025-12-22,False,2025-12,USA,5
3076,Backend Developer,Datadog,"Melbourne, Australia",Software,122122,78278,154337,Mid Level,Full-time,JavaScript|TypeScript|Git,2026-03-08,False,2026-03,Australia,3
3077,Full Stack Developer,Summit AI,"Adelaide, Australia",Software,110369,70226,150512,Mid Level,Full-time,Java|.NET|CI/CD|Azure|TypeScript|Kubernetes,2025-12-29,False,2025-12,Australia,6
3078,Product Analyst,Oracle,Remote,Data,93763,70276,127121,Senior Level,Part-time,Data Visualization|Spark|Jupyter|Machine Learning|Pandas,2025-11-24,True,2025-11,Remote,5
3079,System Administrator,NAB,"Brisbane, Australia",IT Support,77116,58762,95470,Mid Level,Full-time,Troubleshooting|ITIL|Backup|Office 365|PowerShell|Help Desk,2026-02-04,False,2026-02,Australia,6
3080,Software Developer,Shopify,"Brisbane, Australia",Software,101147,66633,135661,Entry Level,Full-time,MongoDB|SQL|CI/CD|React,2026-01-07,False,2026-01,Australia,4
3081,System Administrator,EY,"Brisbane, Australia",IT Support,77392,55912,98872,Mid Level,Part-time,Azure AD|Windows Server|Active Directory|Help Desk|DNS|Office 365,2025-10-19,False,2025-10,Australia,6
3082,Frontend Developer,Netflix,Remote,Software,94642,60247,139001,Lead/Manager,Full-time,Kubernetes|Git|REST APIs|AWS,2026-03-25,True,2026-03,Remote,4
3083,Ai Engineer,Spotify,"Sydney, Australia",Data,159722,107808,196426,Senior Level,Full-time,Power BI|Statistics|R|Google Cloud|Azure,2026-01-09,False,2026-01,Australia,5
3084,It Support Specialist,Shopify,"San Francisco, USA",IT Support,65844,35382,74359,Lead/Manager,Part-time,DNS|ITIL|TCP/IP|Windows Server|Help Desk,2025-12-30,False,2025-12,USA,5
3085,Junior Software Developer,ClearPath Technologies,"Melbourne, Australia",Software,69697,51640,81119,Entry Level,Contract,SQL|.NET|GraphQL|REST APIs,2025-10-29,False,2025-10,Australia,4
3086,Frontend Developer,StartupXYZ,"San Francisco, USA",Software,122166,65939,137672,Entry Level,Internship,.NET|GraphQL|SQL|Kubernetes|Node.js|Java,2026-03-10,False,2026-03,USA,6
3087,Help Desk Technician,NAB,"Perth, Australia",IT Support,45813,34758,56869,Senior Level,Contract,Linux|Office 365|Troubleshooting,2026-01-05,False,2026-01,Australia,3
3088,System Administrator,DataVibe Analytics,"Melbourne, Australia",IT Support,85599,57869,105177,Senior Level,Full-time,DNS|Active Directory|Networking|ITIL|DHCP|Troubleshooting,2026-01-23,False,2026-01,Australia,6
3089,Network Administrator,Datadog,"Sydney, Australia",IT Support,75175,50864,92329,Mid Level,Full-time,Office 365|Help Desk|DNS|TCP/IP,2026-03-20,False,2026-03,Australia,4
3090,Web Developer,Accenture,Remote,Software,69863,46469,100611,Mid Level,Full-time,Node.js|Git|MongoDB,2025-12-13,True,2025-12,Remote,3
3091,Data Engineer,Apple,"Sydney, Australia",Data,133604,93902,160582,Entry Level,Full-time,Google Cloud|Jupyter|Statistics|NumPy,2026-01-03,False,2026-01,Australia,4
3092,Software Developer,Stripe,"Perth, Australia",Software,106994,67143,146845,Entry Level,Full-time,Python|SQL|JavaScript|Agile,2025-12-29,False,2025-12,Australia,4
3093,Machine Learning Engineer,SAP,"Brisbane, Australia",Data,144409,99316,189502,Entry Level,Full-time,Git|Jupyter|Google Cloud,2025-11-23,False,2025-11,Australia,3
3094,Cybersecurity Analyst,Apple,"Brisbane, Australia",Cybersecurity,108021,76265,139777,Entry Level,Internship,AWS Security|Penetration Testing|Risk Assessment|Network Security,2026-01-15,False,2026-01,Australia,4
3095,Devops Engineer,PivotPoint Data,"Toronto, Canada",Software,127286,86393,168180,Mid Level,Full-time,JavaScript|.NET|C#|HTML/CSS|MongoDB|SQL,2025-12-24,False,2025-12,Canada,6
3096,Software Developer,ClearPath Technologies,Remote,Software,100208,69092,141875,Lead/Manager,Full-time,JavaScript|Java|Python|C#|TypeScript|React,2025-11-29,True,2025-11,Remote,6
3097,Senior Data Scientist,ANZ,Remote,Data,138513,116094,175514,Lead/Manager,Contract,Jupyter|Machine Learning|Google Cloud|Data Visualization|Git|NumPy,2026-01-27,True,2026-01,Remote,6
3098,Full Stack Developer,Datadog,"Brisbane, Australia",Software,110473,75097,145850,Mid Level,Contract,MongoDB|JavaScript|C#|SQL|React,2025-10-23,False,2025-10,Australia,5
3099,Machine Learning Engineer,KPMG,"New York, USA",Data,173104,100869,187640,Mid Level,Full-time,Tableau|SQL|Power BI,2025-12-22,False,2025-12,USA,3
3100,Machine Learning Engineer,Apple,"Sydney, Australia",Data,150846,98850,188477,Mid Level,Part-time,Pandas|NumPy|Google Cloud|Excel,2026-02-05,False,2026-02,Australia,4
3101,Software Developer,CodeCraft Studios,"Melbourne, Australia",Software,112180,73520,140159,Mid Level,Full-time,REST APIs|Python|Node.js,2025-12-23,False,2025-12,Australia,3
3102,Frontend Developer,Oracle,"Perth, Australia",Software,95774,60232,131316,Senior Level,Full-time,Docker|React|Git,2026-01-10,False,2026-01,Australia,3
3103,Data Scientist,Meta,Remote,Data,109991,81882,149680,Entry Level,Full-time,Scikit-learn|Power BI|Data Visualization|AWS,2026-01-25,True,2026-01,Remote,4
3104,Frontend Developer,KPMG,"London, UK",Software,99823,69286,130360,Senior Level,Contract,Kubernetes|Java|JavaScript|HTML/CSS,2026-01-30,False,2026-01,UK,4
3105,It Support Specialist,FutureMind,"Perth, Australia",IT Support,52908,38379,67437,Mid Level,Full-time,Active Directory|DNS|Help Desk,2026-02-11,False,2026-02,Australia,3
3106,Help Desk Technician,Apple,"Sydney, Australia",IT Support,54871,39872,64647,Senior Level,Part-time,Backup|ITIL|DNS|Linux|DHCP,2025-10-07,False,2025-10,Australia,5
3107,Database Administrator,Datadog,"Melbourne, Australia",Data,96648,69567,114526,Senior Level,Full-time,TensorFlow|Google Cloud|Machine Learning|Scikit-learn|Spark|Excel,2026-01-28,False,2026-01,Australia,6
3108,Senior Data Analyst,Telstra,"Melbourne, Australia",Data,112271,86068,127783,Senior Level,Contract,Git|Statistics|Jupyter|Hadoop,2026-01-04,False,2026-01,Australia,4
3109,System Administrator,ByteShift Labs,"Adelaide, Australia",IT Support,85092,62699,107486,Mid Level,Full-time,PowerShell|Windows Server|Linux|Office 365|TCP/IP,2025-12-23,False,2025-12,Australia,5
3110,Cloud Engineer,NAB,"Adelaide, Australia",Cloud,130340,93743,166938,Mid Level,Full-time,AWS|Google Cloud|Python|CloudFormation|Networking,2025-10-04,False,2025-10,Australia,5
3111,Qa Engineer,Palantir,Remote,Software,75575,50531,108576,Mid Level,Full-time,SQL|Azure|JavaScript|.NET,2026-03-02,True,2026-03,Remote,4
